Titel;DOI
Body size and tree species composition determine variation in prey consumption in a forest-inhabiting generalist predator;10.1002/ece3.7659
Wood emissions and asthma development: Results from an experimental mouse model and a prospective cohort study;10.1016/j.envint.2021.106449
Transcriptome analysis of North American sweet birch (Betula lenta) revealed a higher expression of genes involved in the biosynthesis of secondary metabolites than European silver birch (B. pendula);10.1007/s10265-021-01343-y
Optimization of an Untargeted DART-HRMS Method Envisaging Identification of Potential Markers for Saffron Authenticity Assessment;10.3390/foods10061238
The GenTree Platform: growth traits and tree-level environmental data in 12 European forest tree species;10.1093/gigascience/giab010
Ozone critical levels for (semi-)natural vegetation dominated by perennial grassland species;10.1007/s11356-020-11724-w
A rapid rise in relative sea level ~9-7 cal ka bp along the SW Cumbria coast, NW England;10.1002/jqs.3321
New Zealand Journal of Botany;
Hybridisation of Tarenaya;10.17660/ActaHortic.2021.1327.3
Methyl salicylate as a signaling compound that contributes to forest ecosystem stability;10.1007/s00468-021-02191-y
"""Lianification"" or liana invasion - is there a difference?";10.1002/fee.2393
Genetic diversity and differentiation among populations of the pedunculate oak (Quercus robur) at the eastern margin of its range based on a new set of 95 SNP loci;10.1007/s11676-020-01265-w
Influence of wood pretreatment and fly ash particle size on the performance of geopolymer wood composite;10.1007/s00107-021-01671-9
Setting aside forests or harvesting them for bioenergy: Short-term benefits for climate protection are still unknown;10.1111/gcbb.12769
Interplay of governance elements and their effects on deforestation in tropical landscapes: Quantitative insights from Ecuador;10.1016/j.worlddev.2021.105665
"Die Anpassung von Wäldern und Waldwirtschaft an den Klimawandel : Gutachten des Wissenschaftlichen Beirates für Waldpolitik ; Oktober 2021";10.12767/buel.vi233
"Informatik in der Land-, Forst- und Ernährungswirtschaft : Fokus: Informations- und Kommunikationstechnologien in kritischen Zeiten ; Referate der 41. GIL-Jahrestagung 08.-09. März 2021, Leibniz-Institut für Agrartechnik und Bioökonomie e.V., Potsdam";
Mammutbäume - eine Option im Klimawandel für die Forstwirtschaft in Deutschland?;
"Bericht zum Winterseminar der Arbeitsgruppe ""Junge Dendrologen"" im Dessau-Wörlitzer Gartenreich vom 13. bis 16. Februar 2020";
Champion-Tree- / Rekordbaum-Kür 2020 in Hann. Münden;
Die Sorten der Robinien (Robinia L.);
Multi-actor perspectives on afforestation and reforestation strategies in Central Europe under climate change;10.1007/s13595-021-01044-5
Plant sex chromosomes defy evolutionary models of expanding recombination suppression and genetic degeneration;10.1038/s41477-021-00884-3
Three-dimensional imaging of xylem at cell wall level through near field nano holotomography;10.1038/s41598-021-83885-8
Mixing of tree species is especially beneficial for biodiversity in fragmented landscapes, without compromising forest functioning;10.1111/(ISSN)1365-2664
Analysis of land use land cover dynamics and driving factors in desa’a forest in Northern Ethiopia;10.1016/j.landusepol.2020.105039
Spartina alterniflora invasions reduce soil fungal diversity and simplify co-occurrence networks in a salt marsh ecosystem;10.1016/j.scitotenv.2020.143667
Climate sensitivity and drought seasonality determine post-drought growth recovery of Quercus petraea and Quercus robur in Europe;10.1016/j.scitotenv.2021.147222
European oak chemical diversity - from ecotypes to herbivore resistance;10.1111/nph.17608
Zukunftsaufgabe Waldanpassung;
Fakten zum Thema: Wälder und Klimaschutz;
"Forschungsprojekt ""ResEsche"" - Chance für die Baumart Esche";
Die Genressourcen der Stechpalme erhalten und nutzen;
Die Robinie - Anbauversuch unter schwierigen Bedingungen;
Melampsora-Resistenztests in Pappeln;
pH-Wert-Messung als einfaches Hilfsmittel bei der Baumartenwahl;
Neue Zuchtpopulationen bei Douglasie und Kiefer;
POWDERY MILDEW RESISTENT4-dependent cell wall deposition is a consequence but not the cause of temperature-induced autoimmunity;10.1093/jxb/erab423
Functional trait relationships demonstrate life strategies in terrestrial prokaryotes;10.1093/femsec/fiab068
Research trends: Tropical dry forests: The neglected research agenda?;10.1016/j.forpol.2020.102333
Neighbourhood effect of faba bean (Vicia faba L.) on density of vegetation-dwelling natural biocontrol agents in winter wheat;10.1016/j.biocontrol.2021.104673
Phylogenetic signatures in reflected foliar spectra of regenerating plants in Neotropical forest gaps;10.1016/j.rse.2020.112172
Genetic diversity and differentiation of northern populations of pedunculate oak based on analysis of new SNP markers;10.1134/S1022795421030054
Overstorey composition shapes across-trophic level community relationships in deciduous forest regardless of fragmentation context;10.1111/1365-2745.13580
Biomass flow in bioeconomy: Overview for Germany;10.1016/j.rser.2021.111449
Conversion factors for residential wood energy in the European Union: an introduction to harmonizing units of measurement;10.1016/j.rser.2020.110491
Many small rather than few large sources identified in long-term bee pollen diets in agroecosystems;10.1016/j.agee.2020.107296
Introduction of shock wave technology to fir wood preservation;10.1080/20426445.2020.1838215
Effect of blowing agent concentration on rigid polyurethane foam and the properties of foam-core particleboard;10.1080/17480272.2019.1626480
High-energy multiple impact (HEMI) tests of wood-polypropylene composites: new insights in structural integrity;10.1080/17480272.2020.1737962
Phylogenetic dynamics of Tropical Atlantic Forests;10.1007/s10682-020-10094-6
Klimaschutz mit Wald : Speicherung von Kohlenstoff im Ökosystem und Substitution fossiler Brennstoffe;10.11576/biuz- 4103
The GenTree Leaf Collection: Inter- and intraspecific leaf variation in seven forest tree species in Europe;10.1111/geb.13239
High plasticity in germination and establishment success in the dominant forest tree Fagus sylvatica across Europe;10.1111/geb.13320
Development of new SNP and INDEL loci for the valuable African timber species Lophira alata;10.1007/s12686-020-01173-5
Applying targeted genotyping by sequencing with a new set of nuclear and plastid SNP and indel loci for Quercus robur and Quercus petraea;10.1007/s12686-021-01207-6
Microbial activity and root carbon inputs are more important than soil carbon diffusion in simulating soil carbon profiles;10.1029/2020JG006205
Tree diversity and timber productivity in planted forests: Pinus patula versus mixed cloud forest species;10.1007/s11056-020-09787-1
Interfacial bonding properties of the eco-friendly geopolymer-wood composites: influences of embedded wood depth, wood surface roughness, and moisture conditions;10.1007/s10853-021-05775-8
Ascription of the differences between Germany and Uganda’s Land Use, Land-Use Change, and Forestry sector greenhouse gas methodologies for inventory improvement;10.1007/s11027-021-09957-2
Editorial: Advances and challenges of RNAi based technologies for plants;10.3389/fpls.2021.680242
Non-linear regional weather-growth relationships indicate limited adaptability of the eastern Baltic Scots pine;10.1016/j.foreco.2020.118600
Spaceborne height models reveal above ground biomass changes in tropical landscapes;10.1016/j.foreco.2021.119497
Large differences in plant nitrogen supply in German and Swedish forests - Implications for management;10.1016/j.foreco.2020.118899
How can forest funding instruments be designed so that they are accepted by forest owners?;10.23765/afjz0002064
Verification of names for certain Populus L. clones (Salicaceae) commonly grown in the United Kingdom;
Modelling bioeconomy scenario pathways for the forest products markets with emerging lignocellulosic products;10.3390/su122410540
Genetic variation, phylogenetic relationship and spatial distribution of ‘Candidatus Phytoplasma ulmi’ strains in Germany;10.1038/s41598-020-78745-w
Current state and drivers of arable plant diversity in conventionally managed farmland in Northwest Germany;10.3390/d12120469
Der Stockverkauf im französischen Privatwald : Fallstudie innerhalb eines Zusammenschlusses forstlicher Sachverständiger zeigt Strukturen und Ablaufsystematik;
DNA of centuries-old timber can reveal its origin;10.1038/s41598-020-77387-2
Optimising nutrient cycles to improve food security in smallholder farming families - A case study from banana-coffee-based farming in the Kagera region, NW Tanzania;10.3390/su12219105
What drives household deforestation decisions? Insights from the Ecuadorian lowland rainforests;10.3390/f11111131
Analyzing ash leaf-colonizing fungal communities for their biological control of Hymenoscyphus fraxineus;10.3389/fmicb.2020.590944
Identification and analysis of key genes involved in methyl salicylate biosynthesis in different birch species;10.1371/journal.pone.0240246
Gartenbauliche Forschungsprojekte zur Digitalisierung vernetzen sich;
Mitochondrial genome of Fagus sylvatica L. as a source for taxonomic marker development in the Fagales;10.3390/plants9101274
Geographic variations of the wood density and fiber dimensions of the Persian oak wood;10.3390/f11091003
Comparison of methods for the estimation of total inorganic nitrogen deposition to forests in Germany;10.3389/ffgc.2020.00103
Forest landscape restoration - What generates failure and success?;10.3390/f11090938
Development of nuclear SNP markers for Mahogany (Swietenia spp.);10.1007/s12686-020-01162-8
"Kalamitäten führen zu forstlichem ""Rekordergebnis"" : Ergebnisse der Forstwirtschaftlichen Gesamtrechnung 2018: Großer Produktionswert und hoher Unternehmensgewinn";
Determination of mesopores in the wood cell wall at dry and wet state;10.1038/s41598-020-65066-1
Predicting the geographic origin of Spanish Cedar (Cedrela odorata L.) based on DNA variation;10.1007/s10592-020-01282-6
Schlechterer Kronenzustand und mehr tote Bäume im heimischen Wald;
Themenheft: Pyrrolizidinalkaloide in Arznei- und Gewürzpflanzen;10.5073/JfK.2020.04
Comparison of estimators of variance for forest inventories with systematic sampling - results from artificial populations;10.1186/s40663-020-00223-6
Multifunctionality of forests: a white paper on challenges and opportunities in China and Germany;10.3390/f11030266
The structural gravity model and its implications on global forest product trade;10.3390/f11020178
Traceability matters: A conceptual framework for deforestation-free supply chains applied to soy certification;10.1108/SAMPJ-04-2019-0145
Die starken Bäume Deutschlands : 111 faszinierende Naturerben und ihre Geschichte;
Doppeleiche im Klosterhof Preetz;
"Auswirkungen aktueller Politikstrategien (Green Deal, Farm-to-Fork, Biodiversitätsstrategie 2030; Aktionsprogramm Insektenschutz) auf Land- und Forstwirtschaft sowie Fischerei";10.3220/WP1600775202000
Ernährungssituation von Bäumen verändert Klima-Wachstums-Beziehung;10.3220/PB1601280403000
Fagus sylvatica isolate FASYL_29_1 mitochondrion, complete genome: NCBI, accession MT446430 (version MT446430.1), DNA sequence, 504715 bp;
"Mitochondrial genome of Fagus sylvatica L. as a source for taxonomic marker development in the Fagales: NCBI SRA, accession PRJNA648273, 4 SRA Experiments, 3 BioSamples; DNA-seq, mRNA-seq, 111 Gbases";
Am Puls des Waldes : Umweltwandel und seine Folgen - ausgewählte Ergebnisse des intensiven forstlichen Umweltmonitorings;
Deforestation in Zambia’s Miombo: Does governance play a notable role?;10.3220/PB1603793282000
Increased evidence of nutrient imbalances in forest trees across Europe;10.3220/ICP1597824383000
Estimation methods in the Romanian national forest inventory;
Eine biobasierte Zukunft in Deutschland - Szenarien und gesellschaftliche Herausforderungen;
