Title;DOI
Concept note: in vitro multi-enzyme approach to estimate crude protein and amino acid digestibility in grains for broilers;10.1007/s13165-022-00388-0
Vergleich der Daten der LUCAS 2015-Inventur und der zweiten Bodenzustandserhebung im Wald : Untersuchungen zur Vergleichbarkeit und Repräsentanz zweier bodenkundlicher Inventuren in Deutschland;10.3220/REP1651759791000
Boats don’t fish, people do: A sociological contribution towards holistic fisheries bycatch management;10.3220/REP1652092494000
Impacts of import restrictions on poultry producers in Ghana;10.1093/qopen/qoac007
Xylem-specific overexpression of the GIBBERELLIN ACID 20 OXIDASE gene (GA20-OXIDASE) from pine in hybrid poplar (Populus tremula L. × P. alba L.) revealed reliable increase in growth and biomass production just in a single-copy-line;10.1007/s10343-022-00653-y
New perspectives on Eastern Baltic cod movement patterns from historical and contemporary tagging data;10.3354/meps14047
Places that bond and bind: on the interplay of space, places, and social networks;10.17645/si.v10i3.5309
Connectivity of local sub-stocks of Crangon crangon in the North Sea and the risk of local recruitment overfishing;10.1016/j.seares.2022.102173
"Wie ""gut"" sind Waldkarten in den Tropen?";10.3220/PB1652855579000
"How ""good"" are forest maps in the tropics?";10.3220/PB1652856131000
Analyse der Nutzbarkeit von Daten des Herkunftssicherungs- und Informationssystems für Tiere (HIT) für die Bewertung von Tierwohlwirkungen von ELER-Maßnahmen : Entwicklungsplan für den ländlichen Raum (EPLR) des Landes Hessen 2014 bis 2020 & NRW-Programm Ländlicher Raum 2014 bis 2020;10.3220/5LE1652873075000
Broiler production systems in Ghana: economics and the impact of frozen chicken imports;10.22434/IFAMR2021.0142
"Beschäftigung in der Forstwirtschaft: ""Viel mehr"" als anhand offizieller Statistiken ersichtlich";10.3220/PB1652951480000
"Forestry-related employment: ""Much more"" than visibly reported in the official statistics";10.3220/PB1652951959000
Ammoniak-Emissionen mindern und mehr Tierwohl in der Schweinehaltung erreichen;10.24355/dbbs.084-202202031007-0
Distinguishing abrupt and gradual forest disturbances with MODIS-Based phenological anomaly series;10.3389/fpls.2022.863116
Physiological and genomic characterisation of Luteimonas fraxinea sp. nov., a bacterial species associated with trees tolerant to ash dieback;10.1016/j.syapm.2022.126333
Behandelte Saatwickenkörner als eiweißreiches Futter für Hühner und Schweine im Ökolandbau;10.3220/PB1653378705000
Treated common vetch seeds as high-protein feed for chickens and pigs in organic agriculture;10.3220/PB1653379019000
The distortive effect of organic payments: An example of policy failure in the case of hazelnut plantation;10.1016/j.landusepol.2022.106202
Western Baltic cod in distress: decline in energy reserves since 1977;10.1093/icesjms/fsac042
Effectiveness and economic viability of forest certification: a systematic review;10.3390/f13050798
Efficient reduction of food waste in the food service sector;10.3220/PB1653469072000
Social sustainability of German dairy farmers: Development of a concept for measuring social sustainability and first results from 8,677 farms;10.22004/ag.econ.329589
Working Group on International Deep Pelagic Ecosystems Surveys (WGIDEEPS);10.17895/ices.pub.20401581
Multi-site sensitivity analysis of DNDCv.Can model to predict N2O emissions from German croplands with maize, rapeseed and wheat : [EGU General Assembly 2021, online, 19-30 Apr 2021, EGU21-16306];10.5194/egusphere-egu21-16306
Ausgestaltung der Ökoregelungen in Deutschland - Stellungnahmen für das BMEL : Band 4 - Zweite Schätzung des Budgetbedarfes auf Basis der im GAPDZG festgelegten Ökoregelungen in Abhängigkeit von verschiedenen Optionen zur Ausgestaltung;10.3220/WP1633603832000
Wood emissions and asthma development: Results from an experimental mouse model and a prospective cohort study;10.1016/j.envint.2021.106449
Modelling the productivity of Siberian larch forests from Landsat NDVI time series in fragmented forest stands of the Mongolian forest-steppe;10.1007/s10661-021-08996-1
Model-based integration of citizen science data from disparate sources increases the precision of bird population trends;10.1111/ddi.13259
Regionale Arbeitsmärkte im Corona-Jahr 2020: Resiliente prosperierende Standorte und zunehmende Disparitäten;10.3220/WP1616659974000
Soziale Netzwerke und gesundheitliche Ungleichheiten (SoNegU);10.3220/PB1616673972000
Social networks and health inequalities (SoNeHI);10.3220/PB1616674258000
Calculations of gaseous and particulate emissions from German agriculture 1990 - 2019 : Report on methods and data (RMD) Submission 2021;10.3220/REP1616572444000
d13C and d15N in yellow and silver eels (Anguilla anguilla, 1758) from different Mediterranean local stocks and their variation with body size and growth;10.1071/MF20144
Untersuchung der Eigentumsstrukturen von Landwirtschaftsfläche in Deutschland;10.3220/REP1616572218000
Bildungs- und Berufswahl in räumlicher Perspektive;10.3220/PB1617006426000
Education and training choices in spatial perspective;10.3220/PB1617006789000
Verbraucherpräferenzen für nachhaltiges, entwaldungsfreies Palmöl;10.3220/PB1617177676000
Consumer preferences for sustainable, deforestation-free palm oil;10.3220/PB1617177891000
Legacy effects of temporary grassland in annual crop rotation on soil ecosystem services;10.1016/j.scitotenv.2021.146140
Partial migration of a maraena whitefish Coregonus maraena population from the River Elbe, Germany;10.3354/esr01102
Survival Rates and Capture Heterogeneity of Bottlenose Dolphins (Tursiops truncatus) in the Shannon Estuary, Ireland;10.3389/fmars.2021.611219
Auswirkungen der Digitalisierung auf die Erbringung von Care-Arbeit: Kritische Reflexionen aus Perspektive der feministischen Ökonomie;10.2307/j.ctv1jhvn3s.12
Assessing protectionism and its impact from consumers' perspective: The case of Senegal's poultry import ban;10.1002/wfp2.12025
Identifizierung von für Deutschland relevanten Baumarten im Klimawandel und länderübergreifendes Konzept zur Anlage von Vergleichsanbauten - Empfehlungen der Bund-Länder-Arbeitsgruppe „Forstliche Genressourcen und Forstsaatgutrecht“ zu den Arbeitsaufträgen der Waldbaureferenten;10.3220/WP1617712541000
Civic participation and social embeddedness: differences between urban and rural communities;10.1177/25166026211002048
Exploring the role of temperature in observed inter-population differences of Atlantic cod (Gadus morhua) growth with a 4-dimensional modelling approach;10.1093/icesjms/fsab043
Verschärfung der Anforderungen an die Reduzierung von Ammoniakemissionen aus der Tierhaltung;10.24355/dbbs.084-202012111310-0
Transition paths towards a bio-based economy in Germany: A model-based analysis;10.1016/j.biombioe.2021.106002
Nitrification inhibitors reduce N2O emissions induced by application of biogas digestate to oilseed rape;10.1007/s10705-021-10127-8
The GenTree Platform: growth traits and tree-level environmental data in 12 European forest tree species;10.1093/gigascience/giab010
Microbial activity and root carbon inputs are more important than soil carbon diffusion in simulating soil carbon profiles;10.1029/2020JG006205
Effects of ozone on vegetation are modified by nitrogen and factors of climate change;10.3220/PB1618491100000
Scientific, Technical and Economic Committee for Fisheries (STECF) - The EU Aquaculture Sector - Economic report 2020 (STECF-20-12);10.2760/441510
Ommastrephid squid spawning in the North Sea: oceanography, climate change and species range expansion;10.3989/scimar.05065.005
Stickstoff und Klimawandel verändern die Auswirkungen von Ozon auf die Vegetation;10.3220/PB1618832963000
Microbial potential for denitrification in the hyperarid Atacama Desert soils;10.1016/j.soilbio.2021.108248
Plant sex chromosomes defy evolutionary models of expanding recombination suppression and genetic degeneration;10.1038/s41477-021-00884-3
Future socio-political scenarios for aquatic resources in Europe: An operationalized framework for marine fisheries projections;10.3389/fmars.2021.578516
The timber footprint of the German bioeconomy - state of the art and past development;10.3390/su13073878
Politikfolgenabschätzung zu den Empfehlungen des Kompetenznetzwerks Nutztierhaltung;10.3220/WP1619424590000
Overstorey composition shapes across-trophic level community relationships in deciduous forest regardless of fragmentation context;10.1111/1365-2745.13580
Environmental enrichment during early rearing provokes epigenetic changes in the brain of a salmonid fish;10.1016/j.cbd.2021.100838
Climate sensitivity and drought seasonality determine post-drought growth recovery of Quercus petraea and Quercus robur in Europe;10.1016/j.scitotenv.2021.147222
Divergent farmer and scientist perceptions of agricultural biodiversity, ecosystem services and decision-making;10.1016/j.biocon.2021.109065
Scientific, Technical and Economic Committee for Fisheries (STECF) - Revision of DCF Work Plan and Annual Report templates and guidelines (STECF-20-18);10.2760/748868
Scientific, Technical and Economic Committee for Fisheries (STECF) - 66th Plenary Report (PLEN-21-01);10.2760/437609
Scientific, Technical and Economic Committee for Fisheries (STECF) - Criteria and indicators that could contribute to incorporating sustainability aspects in the marketing standards under the Common Market Organisation (STECF-20-05);10.2760/211065
Is participation in forest programs in Zambia’s Miombo skewed towards poorer households?;10.3220/PB1620197330000
Comparison of regulatory approaches for determining application limits for nitrogen fertilizer use in Germany;10.1088/1748-9326/abf3de
Genome-wide bioinformatics analysis revealed putative substrate specificities of SABATH and MES family members in silver birch (Betula pendula);10.2478/sg-2021-0005
"ICES workshop on standards and guidelines for fisheries dependent data (WKDSG; outputs from 2020 meeting)";10.17895/ices.pub.8038
Working Group on International Deep Pelagic Ecosystem Surveys (WGIDEEPS);10.17895/ices.pub.8056
Evaluierung der Einzelbetrieblichen Beratung (TM 2.1) für den Beratungszeitraum 2017 bis 2020 : NRW-Programm Ländlicher Raum 2014 bis 2020;10.3220/5LE1620218978000
Impact of round goby on native invertebrate communities - An experimental field study;10.1016/j.jembe.2021.151571
Modeling the material resistance of wood - part 2: validation and optimization of the Meyer-Veltrup model;10.3390/f12050576
Many small rather than few large sources identified in long-term bee pollen diets in agroecosystems;10.1016/j.agee.2020.107296
Disclosing the truth: Are models better than observations?;10.3354/meps13574
Editorial: Advances and challenges of RNAi based technologies for plants;10.3389/fpls.2021.680242
Large-scale winter catch crop monitoring with Sentinel-2 time series and machine learning - An alternative to on-site controls?;10.1016/j.compag.2021.106173
A design for a generic and modular bio-economic farm model;10.1016/j.agsy.2021.103133
Innovative, sustainable, and circular agricultural systems for the future;10.1007/s13165-021-00356-0
Effect of data spatial scale on the performance of fish habitat models;10.1111/faf.12563
The Common Agricultural Policy post-2020: Views and recommendations from scientists to improve performance for biodiversity : Volume 1 - Synthesis Report;10.3220/WP1620646984000
The Common Agricultural Policy post-2020: Views and recommendations from scientists to improve performance for biodiversity : Volume 2 - Annexes;10.3220/WP1620647428000
